token_id,user_address,mint_amount_wei,deposit_amount_wei
4,0x00415764a621b01c5c235084c9bf408c34a908eb,4145011442961499601,10457855113636000000
18,0x0125d8203b5866a9f4f4f6c0920d038f3d6b0cbe,4429470023064580211,11815101638522000000
22,0x019ed608dd806b80193942f2a960e7ac8abb2ee3,4084900847204037694,9393401248679000000
24,0x01f6348a1651c7bdf5c878a819693e45b0276272,72412843254642423,208050771110000000
42,0x04fcb6fc3daaea7bd3a595593ab00a212904b5c0,3759650711401373952,7560925290191001000
44,0x053b3745b77deb6b93d9effbc2b381aab239d481,3719049303315568999,10660354877627000000
50,0x05f761aacd63e4e96bf98f0fe5614de5ba90856c,3449460124934006637,12394258728670000000
61,0x07497437db00a12db5addb99d3cdd9f6937222d9,3279236198118226193,16847313923167000000
65,0x07a92f07b414157f1b51dc6363c4e41483c9ae30,390838967834314511,785810512850999900
69,0x083203f1d4dbab71e23b6b0298df2a7185440f46,14021458096267561628144,28398202955307185000000
72,0x0878a21df6e0fb0fe6eddc7754e53d95b83492d1,4063537458968889363,12499991760620000000
73,0x087b01fe372709f321e5a32e4094901b2ee70188,42422266285332480237,94436863903004000000
74,0x087ca5bacf37f23d4b346a8e36c1b45352b37359,3480702127024983987,8164760780372001000
77,0x08f03d2c302769c74f2f0c6229304c482244e40e,5541222884766037571,18588083994961900000
79,0x09270ef4c29a6ece618f2aa19abbc228b6b8110e,4300777018661762021,10000000000000000000
90,0x0afc0fe283625ede6d86943a8784978f587bcfb7,165399217123408435,629782322483055100
95,0x0c1cfd35d86ae760134f307667b6cafb6c7fc7e8,1249817977341494202123,2510576893108739000000
99,0x0cac11a7d29ab8c87d8fedb9cc736146f4fe8e84,3517265064739289086,10999990129947000000
100,0x0d46dc4f79a5b5df4175200f80125e7311d2ef99,3389110561779341035,20099977005248000000
101,0x0d8b8eb1b56d4df4b0846e8e7e632c1b19424844,3411182423720479481,11982196097599000000
113,0x0ef5cbf621f37e75cfa17ecfb29dc836aa95eba0,4383691195850657540,12009985901823000000
120,0x1032aeff8e934956913e39205f1610eeabcfbfc3,4630233861607441717,14999986868216000000
121,0x106743a463cb591022a81133b2de024f91f70973,4118418440689315704,10999990843548000000
128,0x11a49404b74ae8dd718e339bcf2d152b71e08ff2,3502563259964152329,7035879937814000000
130,0x11ebee2bf244325b5559f0f583722d35659ddce8,3842626674357629614,10458908013372000000
131,0x11ecfe1260cfe3c4ae27e579dc014ff83482d9cd,3567941355581520474,10799985949844000000
134,0x12314c256835a94cd0038704de11d394e341b36b,3741033783494690825,10703379507093000000
143,0x13f51805cd4327165e810f4c891690e804384608,7114998854058615824,16946256431804002000
146,0x1452cef52859480002430db583f02e6bb6f7a598,421919933728377773099,999880371795032000000
147,0x145c584f2f022997a9d0e5fcb4346042229525e1,1410238614908399172600,3080033995958727000000
150,0x149fe5da1acbe133eaaedfc0cb3ca5989c54d690,6172084632713498543,16027916675498000000
163,0x172484f3a0a21e023fd25203525d8a98fc204cca,666090032157594859,4166383189444000000
165,0x172e56c24f35b3621ea06e69c927ad383ac4f606,4183606666535195075,10186600545352002000
166,0x1737a9d297e00c04184f14c78f312c28d03d4686,3653630773132720514,9999993408496000000
167,0x173cc691e231449fc38902ee5d7988f4a618791d,98636432175126186459,249936333799096000000
175,0x17eb980446063cc81f4b0f8fe93a4298c9222844,3710757595115598098,10099985927668000000
183,0x18c08be5f66fe0339e234989e1afaa63b7086bb5,4298602922746592420,11699990152123000000
205,0x1cfdd437caa0bfa6a3b8e9d116597101d2d2d187,1550371894142686992,5000090398121000000
211,0x1e1acaf201e3e389cffc786d44ee16b39a70d063,2465081864735839757,5924734798594300000
212,0x1e60ae150f10a3a1881d17a9f749595030897ce9,462903564999848440905,1002999017693582000000
214,0x1ebb73f5f47bcc3d7dc1dabf7284875e3ae40e07,8009004296222088463,21799004887387000000
227,0x20d677dda669efd7aebf5140b3556590fb811f8c,9254152035590589228,49999947900721000000
